Estado civil,Nacionalidade,Migração,Sexo,Idade na matrícula,Estrangeiro,Qualificação da mãe,Qualificação do pai,Ocupação da mãe,Ocupação do pai,Necessidades educacionais especiais,Devedor,Taxas de matrícula em dia,Bolsista,Taxa de desemprego,Taxa de inflação,PIB,Modo de inscrição,Ordem de inscrição,Curso,Período,Qualificação prévia,disciplinas 1º semestre (creditadas),disciplinas 1º semestre (matriculadas),disciplinas 1º semestre (avaliações),disciplinas 1º semestre (aprovadas),disciplinas 1º semestre (notas),disciplinas 1º semestre (sem avaliações),disciplinas 2º semestre (creditadas),disciplinas 2º semestre (matriculadas),disciplinas 2º semestre (avaliações),disciplinas 2º semestre (aprovadas),disciplinas 2º semestre (notas),disciplinas 2º semestre (sem avaliações),Target
Solteiro,Portuguesa,Não,Masculino,36,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,12.4,0.5,1.79,39,1,Enfermagem,Diurno,Educação secundária,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,19,Não,Educação Secundária,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,"Trabalhadores Qualificados na Indústria, Construção e Artesãos","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,8.9,1.4,3.51,1,2,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,6,6,6,13.333333333333334,0,0,6,8,5,14.0,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,33,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Secundária,Trabalhadores Não Qualificados,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Sim,9.4,-0.8,-3.12,42,1,Enfermagem,Diurno,Educação secundária,6,14,20,14,13.072857142857144,6,6,14,20,14,13.072857142857144,6,Graduado
Solteiro,Portuguesa,Não,Masculino,34,Não,Educação Secundária,Educação Secundária,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Não,Não,15.5,2.8,-4.06,42,1,Engenharia da computação,Diurno,Educação secundária,2,7,13,5,12.0,0,2,7,7,3,11.0,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Superior - Bacharel,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Técnicos de Nível Intermediário e Profissões Técnicas,Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Não,Não,Sim,Não,12.4,0.5,1.79,1,1,Turismo,Diurno,Educação secundária,0,6,6,6,15.5,0,0,6,6,6,16.0,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,20,Não,Educação Superior - Bacharel,Educação Secundária,Especialistas em Atividades Intelectuais e Científicas,Pessoal Administrativo,Não,Não,Sim,Não,12.4,0.5,1.79,44,1,Zootecnia,Diurno,Curso de especialização tecnológica,0,6,6,0,0.0,0,0,6,6,0,0.0,0,Desistente
Solteiro,Portuguesa,Não,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Funcionários Administrativos,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,13.9,-0.3,0.79,1,1,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,7,6,14.714285714285714,0,0,6,6,6,15.166666666666666,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,20,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,"Representantes do Poder Legislativo e Órgãos Executivos, Diretores, Gestores e Gerentes Executivos",Não,Não,Sim,Não,13.9,-0.3,0.79,1,3,Enfermagem Veterinária,Diurno,Educação secundária,0,6,7,6,16.714285714285715,0,0,6,6,6,15.333333333333334,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,12.4,0.5,1.79,1,1,Serviço Social,Diurno,Educação secundária,0,6,9,6,10.857142857142858,0,0,6,7,6,11.666666666666666,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,12.4,0.5,1.79,1,4,Enfermagem,Diurno,Educação secundária,0,7,8,6,11.658333333333331,0,0,8,11,6,12.416666666666666,0,Graduado
Solteiro,Guineense,Sim,Feminino,22,Sim,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,9.4,-0.8,-3.12,18,2,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,8,5,11.6,0,0,6,7,6,12.0,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Outro - 11º ano de escolaridade,Outro - 11º ano de escolaridade,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,11.1,0.6,2.02,1,1,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,6,8,6,14.625,0,0,6,9,6,14.142857142857142,0,Matriculado
Solteiro,Portuguesa,Não,Feminino,18,Não,Educação Secundária,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,12.4,0.5,1.79,1,1,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,6,6,12.166666666666666,0,0,6,8,6,12.666666666666666,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Secundária,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Técnicos de Nível Intermediário em Ciência e Engenharia e Profissões Afins,Operadores de instalações fixas e máquinas,Não,Não,Sim,Não,12.4,0.5,1.79,1,3,Enfermagem,Diurno,Educação secundária,0,7,12,4,13.375,0,0,7,8,6,12.116666666666667,0,Matriculado
Solteiro,Portuguesa,Não,Feminino,19,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,12.7,3.7,-1.7,1,1,Educação Básica,Diurno,Educação secundária,0,6,6,6,12.5,0,0,6,6,6,12.833333333333334,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,31,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Secundária,"Representantes do Poder Legislativo e Órgãos Executivos, Diretores, Gestores e Executivos",Outra Situação,Não,Sim,Não,Não,7.6,2.6,0.32,39,1,Enfermagem,Diurno,Educação secundária,0,7,8,5,12.56,0,0,7,8,5,12.56,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Secundária,Educação Secundária,Funcionários Administrativos,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,11.1,0.6,2.02,17,5,Enfermagem,Diurno,Educação secundária,0,7,7,7,13.19,0,0,8,8,8,14.23125,0,Graduado
Solteiro,Portuguesa,Não,Feminino,19,Não,Educação Secundária,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Sim,Sim,Sim,10.8,1.4,1.74,1,1,Serviço Social,Diurno,Educação secundária,0,6,11,3,11.0,0,0,6,9,4,11.25,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Superior - Bacharel,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Especialistas em Atividades Intelectuais e Científicas,Profissões das Forças Armadas,Não,Não,Sim,Não,13.9,-0.3,0.79,1,1,Animação e Design Multimídia,Diurno,Educação secundária,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduado
Solteiro,Portuguesa,Não,Feminino,19,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Sim,15.5,2.8,-4.06,17,1,Serviço Social,Diurno,Educação secundária,0,6,11,5,11.6,0,0,6,10,6,11.714285714285714,0,Graduado
Solteiro,Portuguesa,Não,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Não,Não,Sim,Não,7.6,2.6,0.32,1,1,Enfermagem,Diurno,Educação secundária,0,7,7,6,14.266666666666666,0,0,7,7,6,14.266666666666666,0,Graduado
Solteiro,Portuguesa,Não,Feminino,19,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,10.8,1.4,1.74,1,1,Gestão,Diurno,Educação secundária,0,5,6,4,11.0,0,0,5,9,4,13.857142857142858,0,Matriculado
Casado,Portuguesa,Não,Feminino,30,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Desconhecido,Estudante,Estudante,Não,Não,Sim,Não,7.6,2.6,0.32,7,1,Serviço Social (noturno),Noturno,Educação superior - licenciatura,8,10,11,9,12.666666666666666,0,3,7,7,7,12.428571428571429,1,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Secundária,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,16.2,0.3,-0.92,43,1,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,6,0,0.0,0,0,6,10,3,11.0,0,Matriculado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Secundária,Educação Secundária,Técnicos de Nível Intermediário e Profissões Técnicas,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Não,Não,Sim,Não,12.7,3.7,-1.7,18,6,Enfermagem,Diurno,Educação secundária,0,8,11,7,12.771428571428572,0,0,8,11,7,12.771428571428572,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,21,Não,Educação Superior - Doutorado,Educação Superior - Bacharel,Especialistas em Atividades Intelectuais e Científicas,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,12.7,3.7,-1.7,18,5,Enfermagem Veterinária,Diurno,Educação secundária,0,5,12,0,0.0,3,0,5,5,0,0.0,0,Desistente
Solteiro,Portuguesa,Não,Feminino,19,Não,Educação Secundária,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Funcionários Administrativos,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,13.9,-0.3,0.79,44,1,Serviço Social,Diurno,Educação secundária,3,6,6,6,15.5,0,2,6,7,6,13.571428571428571,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Secundária,Educação Secundária,Funcionários Administrativos,Pessoal Administrativo,Não,Não,Sim,Sim,12.4,0.5,1.79,17,1,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,6,7,6,13.285714285714286,0,0,6,9,5,14.6,0,Matriculado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Superior - Bacharel,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Funcionários Administrativos,Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Não,Não,Sim,Não,13.9,-0.3,0.79,1,5,Enfermagem,Diurno,Educação secundária,0,7,11,5,11.716666666666669,0,0,7,8,5,13.7,0,Matriculado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Funcionários Administrativos,Pessoal Administrativo,Não,Não,Sim,Não,8.9,1.4,3.51,17,1,Zootecnia,Diurno,Educação secundária,0,6,8,6,11.333333333333334,0,0,6,12,4,13.75,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Secundária,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Funcionários Administrativos,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,8.9,1.4,3.51,1,2,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,6,6,6,13.333333333333334,0,0,6,10,5,13.4,0,Graduado
Casado,Portuguesa,Não,Feminino,39,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Não,Não,Sim,Sim,16.2,0.3,-0.92,39,1,Gestão (noturno),Noturno,Educação secundária,0,5,13,4,12.333333333333334,0,0,5,14,2,10.0,4,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Superior - Bacharel,Educação Superior - Mestrado,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,Não,Não,Sim,Não,7.6,2.6,0.32,1,2,Design de Comunicação,Diurno,Educação secundária,0,6,6,6,12.333333333333334,0,0,6,6,6,12.833333333333334,0,Matriculado
Solteiro,Portuguesa,Sim,Feminino,20,Não,Educação Superior - Bacharel,Educação Secundária,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,12.7,3.7,-1.7,17,1,Animação e Design Multimídia,Diurno,Educação secundária,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Técnicos de Nível Intermediário e Profissões Técnicas,Profissões das Forças Armadas,Não,Não,Sim,Não,8.9,1.4,3.51,17,5,Gestão,Diurno,Educação secundária,0,5,8,5,12.6,0,0,5,9,4,11.6,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Secundária,Educação Secundária,Funcionários Administrativos,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,11.1,0.6,2.02,17,3,Gestão,Diurno,Educação secundária,0,5,5,5,12.6,0,0,5,5,4,11.0,0,Matriculado
Casado,Portuguesa,Não,Feminino,34,Não,Educação Superior - Bacharel,Educação Superior - Bacharel,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,Não,Sim,Não,Não,11.1,0.6,2.02,39,1,Agronomia,Diurno,Educação secundária,1,6,10,6,14.333333333333334,0,0,6,9,6,12.833333333333334,0,Matriculado
Solteiro,Portuguesa,Não,Feminino,22,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,7.6,2.6,0.32,1,2,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,5,8,3,12.0,0,0,5,9,2,11.0,1,Matriculado
Solteiro,Portuguesa,Sim,Feminino,24,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,"Trabalhadores Qualificados na Indústria, Construção e Artesãos","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,13.9,-0.3,0.79,39,1,Enfermagem Veterinária,Diurno,Educação secundária,0,6,7,6,14.857142857142858,0,0,6,10,5,13.6,0,Graduado
Casado,Portuguesa,Não,Feminino,34,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Trabalhadores Qualificados na Indústria, Construção e Artesãos",Profissões das Forças Armadas,Não,Não,Sim,Não,7.6,2.6,0.32,43,1,Gestão,Diurno,Educação secundária,12,15,17,12,11.916666666666666,0,11,13,13,11,13.181818181818182,0,Graduado
Casado,Portuguesa,Sim,Feminino,46,Não,Desconhecido,Desconhecido,Estudante,Estudante,Não,Não,Sim,Não,7.6,2.6,0.32,39,1,Gestão (noturno),Noturno,Educação secundária,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Desistente
Casado,Portuguesa,Não,Feminino,50,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Não,Não,Sim,Não,9.4,-0.8,-3.12,39,2,Gestão,Diurno,Educação secundária,0,5,12,3,13.333333333333334,1,0,5,8,5,12.2,0,Matriculado
Solteiro,Portuguesa,Não,Feminino,37,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Não,Não,15.5,2.8,-4.06,39,1,Gestão (noturno),Noturno,Educação secundária,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Funcionários Administrativos,Trabalhadores Não Qualificados,Não,Não,Sim,Não,8.9,1.4,3.51,1,2,Enfermagem Veterinária,Diurno,Educação secundária,0,6,6,6,17.0,0,0,6,6,6,15.5,0,Graduado
Solteiro,Portuguesa,Não,Feminino,25,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura","Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Não,Não,Sim,Sim,11.1,0.6,2.02,39,1,Enfermagem Veterinária,Diurno,Educação secundária,0,6,13,3,11.666666666666666,0,0,6,14,2,11.333333333333334,0,Matriculado
Casado,Portuguesa,Não,Feminino,46,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Não,Não,Sim,Não,15.5,2.8,-4.06,39,1,Agronomia,Diurno,Educação secundária,14,19,24,19,12.210526315789474,0,11,13,13,13,11.384615384615383,0,Graduado
Casado,Portuguesa,Não,Feminino,30,Não,Educação Superior - Bacharel,Educação Secundária,Especialistas em Atividades Intelectuais e Científicas,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Sim,13.9,-0.3,0.79,39,1,Design de Comunicação,Diurno,Educação secundária,1,6,8,6,13.0,1,0,6,9,5,12.857142857142858,0,Graduado
Divorciado,Portuguesa,Não,Feminino,37,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Sim,Não,Não,12.7,3.7,-1.7,1,1,Gestão (noturno),Noturno,Educação secundária,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Desistente
Casado,Portuguesa,Não,Feminino,50,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,12.7,3.7,-1.7,39,1,Gestão (noturno),Noturno,Educação secundária,0,5,9,2,10.5,0,0,5,7,3,11.0,0,Matriculado
Solteiro,Portuguesa,Sim,Feminino,20,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Não,Não,Sim,Não,12.4,0.5,1.79,44,1,Agronomia,Diurno,Curso de especialização tecnológica,0,6,7,6,13.571428571428571,0,0,6,9,6,12.714285714285714,0,Graduado
Casado,Portuguesa,Não,Feminino,39,Não,Desconhecido,Desconhecido,(em branco),(em branco),Não,Não,Sim,Não,11.1,0.6,2.02,39,2,Odontologia,Diurno,Outro - 11º ano de escolaridade,0,3,7,1,14.0,0,0,2,4,0,0.0,0,Desistente
Casado,Portuguesa,Não,Feminino,53,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Não,Não,Não,Não,15.5,2.8,-4.06,39,1,Jornalismo e Comunicação,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,0,5,5,0,0.0,0,0,4,5,0,0.0,0,Desistente
Casado,Portuguesa,Sim,Feminino,54,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,15.5,2.8,-4.06,42,1,Gestão,Diurno,Educação secundária,13,15,20,13,12.461538461538462,1,10,13,13,10,11.1,1,Desistente
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Superior - Bacharel,Educação Superior - Bacharel,Funcionários Administrativos,Especialistas em Atividades Intelectuais e Científicas,Não,Não,Sim,Não,13.9,-0.3,0.79,44,1,Enfermagem Veterinária,Diurno,Curso de especialização tecnológica,0,6,8,4,14.4,0,0,6,6,5,13.0,0,Graduado
